short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country,image_link
F. Valverde,Federico Santiago Valverde Dipetta,239053,85,90,23,182,78,81.0,190.0,88.0,79.0,82.0,81.0,78.0,82.0,"CM, RW",Right,Uruguay,La Liga,3,4,1,Real Madrid,85.0,10.0,Balanced,Balanced,70,3.6,Spain,https://cdn.sofifa.net/players/239/053/23_360.png
Pedri,Pedro González López,251854,85,92,19,174,61,104.5,115.0,79.0,67.0,81.0,87.0,68.0,74.0,CM,Right,Spain,La Liga,4,4,2,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/251/854/23_360.png
J. Bellingham,Jude Victor William Bellingham,252371,85,91,19,186,75,81.5,44.0,72.0,75.0,79.0,84.0,78.0,80.0,CM,Right,England,Bundesliga,4,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany,https://cdn.sofifa.net/players/252/371/23_360.png
G. Chiellini,Giorgio Chiellini,138956,84,84,37,187,85,7.5,11.0,65.0,46.0,60.0,58.0,85.0,83.0,CB,Left,Italy,Major League Soccer,2,3,4,Los Angeles FC,73.0,8.0,Press After Possession Loss,Balanced,89,38.0,Unknown,https://cdn.sofifa.net/players/138/956/23_360.png
A. Gómez,Alejandro Darío Gómez,143076,84,84,34,167,68,20.0,47.0,84.0,77.0,82.0,86.0,39.0,56.0,"CAM, LW, CM",Right,Argentina,La Liga,4,4,3,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,84,31.0,Spain,https://cdn.sofifa.net/players/143/076/23_360.png
Sergio Ramos,Sergio Ramos García,155862,84,84,36,184,82,7.5,75.0,61.0,69.0,73.0,70.0,83.0,77.0,CB,Right,Spain,Ligue 1,3,3,4,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,90,52.0,France,https://cdn.sofifa.net/players/155/862/23_360.png
D. Mertens,Dries Mertens,175943,84,84,35,169,61,17.5,77.0,79.0,80.0,80.0,86.0,39.0,48.0,"CAM, CF",Right,Belgium,Super Lig,4,4,3,Galatasaray,76.0,10.0,Pressure On Heavy Touch,Forward Runs,86,43.0,Turkey,https://cdn.sofifa.net/players/175/943/23_360.png
M. Hummels,Mats Hummels,178603,84,84,33,191,94,20.0,66.0,51.0,59.0,76.0,72.0,87.0,78.0,CB,Right,Germany,Bundesliga,3,3,4,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,88,48.0,Germany,https://cdn.sofifa.net/players/178/603/23_360.png
E. Džeko,Edin Džeko,180930,84,84,36,193,80,14.5,80.0,63.0,84.0,71.0,77.0,45.0,75.0,ST,Right,Bosnia and Herzegovina,Serie A,3,5,3,Inter,83.0,9.0,Balanced,Forward Runs,84,28.0,Italy,https://cdn.sofifa.net/players/180/930/23_360.png
E. Hazard,Eden Michael Hazard,183277,84,84,31,175,74,35.0,220.0,83.0,79.0,82.0,87.0,35.0,63.0,LW,Right,Belgium,La Liga,4,4,4,Real Madrid,85.0,10.0,Balanced,Balanced,90,90.5,Spain,https://cdn.sofifa.net/players/183/277/23_360.png
Á. Di María,Ángel Fabián Di María Hernández,183898,84,84,34,180,69,20.0,160.0,79.0,78.0,86.0,88.0,48.0,67.0,RW,Left,Argentina,Serie A,5,2,4,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,85,37.5,Italy,https://cdn.sofifa.net/players/183/898/23_360.png
K. Trippier,Kieran Trippier,186345,84,84,31,173,71,30.5,120.0,70.0,65.0,84.0,77.0,81.0,72.0,"RB, RM",Right,England,Premier League,3,4,2,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,78,10.0,England,https://cdn.sofifa.net/players/186/345/23_360.png
P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,188567,84,84,33,187,80,27.0,165.0,87.0,84.0,74.0,79.0,36.0,66.0,ST,Right,Gabon,Premier League,4,4,3,Chelsea,84.0,9.0,Balanced,Possession,88,61.0,England,https://cdn.sofifa.net/players/188/567/23_360.png
Muniain,Iker Muniain Goñi,189575,84,84,29,170,66,41.5,49.0,81.0,77.0,82.0,87.0,51.0,61.0,"LM, CAM",Right,Spain,La Liga,4,3,2,Athletic Club,79.0,7.0,Balanced,Forward Runs,78,14.0,Spain,https://cdn.sofifa.net/players/189/575/23_360.png
Canales,Sergio Canales Madrazo,190286,84,84,31,176,65,35.0,42.0,83.0,79.0,85.0,83.0,68.0,72.0,"RM, CAM, LM",Left,Spain,La Liga,4,3,2,Real Betis,79.0,6.0,Press After Possession Loss,Possession,79,15.5,Spain,https://cdn.sofifa.net/players/190/286/23_360.png
K. Casteels,Koen Casteels,192984,84,85,30,197,86,31.5,55.0,45.0,79.0,79.0,82.0,84.0,84.0,GK,Left,Belgium,Bundesliga,1,2,3,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,78,9.0,Germany,https://cdn.sofifa.net/players/192/984/23_360.png
A. Griezmann,Antoine Griezmann,194765,84,84,31,176,73,35.5,88.0,78.0,83.0,83.0,85.0,57.0,73.0,"ST, CF",Left,France,La Liga,4,3,4,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,88,75.0,Spain,https://cdn.sofifa.net/players/194/765/23_360.png
J. Matip,Joël Andre Job Matip,197061,84,84,30,194,90,34.5,140.0,62.0,46.0,69.0,71.0,87.0,78.0,CB,Right,Cameroon,Premier League,2,2,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,83,26.5,England,https://cdn.sofifa.net/players/197/061/23_360.png
S. de Vrij,Stefan de Vrij,198176,84,84,30,189,78,34.5,88.0,68.0,41.0,65.0,69.0,87.0,79.0,CB,Right,Netherlands,Serie A,2,3,3,Inter,83.0,9.0,Balanced,Forward Runs,83,29.0,Italy,https://cdn.sofifa.net/players/198/176/23_360.png
W. Ben Yedder,Wissam Ben Yedder,199451,84,84,31,170,68,35.5,88.0,81.0,84.0,78.0,88.0,39.0,68.0,ST,Right,France,Ligue 1,4,5,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,81,21.0,France,https://cdn.sofifa.net/players/199/451/23_360.png
S. Savić,Stefan Savić,204639,84,84,31,187,80,29.0,74.0,64.0,35.0,57.0,57.0,87.0,80.0,CB,Right,Montenegro,La Liga,2,3,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,82,24.0,Spain,https://cdn.sofifa.net/players/204/639/23_360.png
Carvajal,Daniel Carvajal Ramos,204963,84,84,30,173,73,36.5,185.0,82.0,54.0,77.0,80.0,78.0,79.0,RB,Right,Spain,La Liga,3,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,84,32.0,Spain,https://cdn.sofifa.net/players/204/963/23_360.png
Jorginho,Luiz Frello Filho Jorge,205498,84,84,30,178,68,40.5,150.0,54.0,67.0,85.0,81.0,73.0,73.0,"CM, CDM",Right,Italy,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,81,22.0,England,https://cdn.sofifa.net/players/205/498/23_360.png
S. Gnabry,Serge David Gnabry,206113,84,84,26,176,77,46.0,90.0,81.0,84.0,78.0,84.0,43.0,69.0,"RM, LM",Right,Germany,Bundesliga,4,4,4,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,79,18.5,Germany,https://cdn.sofifa.net/players/206/113/23_360.png
J. Grealish,Jack Grealish,206517,84,84,26,180,81,46.0,185.0,76.0,76.0,83.0,87.0,46.0,69.0,"LW, LM",Right,England,Premier League,4,3,3,Manchester City,85.0,10.0,Press After Possession Loss,Possession,73,6.0,England,https://cdn.sofifa.net/players/206/517/23_360.png
M. Kovačić,Mateo Kovačić,207410,84,84,28,177,80,42.0,155.0,70.0,69.0,83.0,88.0,71.0,71.0,CM,Right,Croatia,Premier League,4,4,3,Chelsea,84.0,9.0,Balanced,Possession,82,30.0,England,https://cdn.sofifa.net/players/207/410/23_360.png
H. Çalhanoğlu,Hakan Çalhanoğlu,208128,84,84,28,178,76,42.0,100.0,67.0,80.0,85.0,86.0,68.0,64.0,CM,Right,Turkey,Serie A,4,4,3,Inter,83.0,9.0,Balanced,Forward Runs,79,16.5,Italy,https://cdn.sofifa.net/players/208/128/23_360.png
Y. Carrasco,Yannick Ferreira Carrasco,208418,84,84,28,181,73,42.5,85.0,88.0,81.0,79.0,86.0,54.0,66.0,"LM, LWB",Right,Belgium,La Liga,4,4,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,85,51.5,Spain,https://cdn.sofifa.net/players/208/418/23_360.png
T. Partey,Thomas Partey,209989,84,84,29,185,77,36.0,115.0,65.0,71.0,81.0,80.0,80.0,83.0,"CDM, CM",Right,Ghana,Premier League,3,3,2,Arsenal,80.0,7.0,Balanced,Possession,77,10.5,England,https://cdn.sofifa.net/players/209/989/23_360.png
D. Berardi,Domenico Berardi,210935,84,84,27,183,72,45.0,57.0,82.0,81.0,81.0,86.0,36.0,71.0,"RM, RW",Left,Italy,Serie A,4,3,2,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,81,24.5,Italy,https://cdn.sofifa.net/players/210/935/23_360.png
R. De Paul,Rodrigo Javier De Paul,212616,84,84,28,180,70,42.0,85.0,78.0,77.0,83.0,82.0,75.0,82.0,"CM, RM",Right,Argentina,La Liga,4,3,1,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,74,8.5,Spain,https://cdn.sofifa.net/players/212/616/23_360.png
P. Højbjerg,Pierre-Emile Kordt Højbjerg,213648,84,86,26,187,84,47.0,120.0,55.0,73.0,78.0,78.0,81.0,82.0,"CDM, CM",Right,Denmark,Premier League,3,4,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,75,9.0,England,https://cdn.sofifa.net/players/213/648/23_360.png
Y. Tielemans,Youri Tielemans,216393,84,86,25,176,72,52.5,115.0,56.0,80.0,86.0,79.0,70.0,73.0,"CM, CDM",Right,Belgium,Premier League,4,5,2,Leicester City,79.0,6.0,Balanced,Possession,80,23.5,England,https://cdn.sofifa.net/players/216/393/23_360.png
J. Maddison,James Maddison,220697,84,85,25,175,73,50.5,115.0,73.0,81.0,85.0,85.0,54.0,63.0,"RM, CAM",Right,England,Premier League,4,4,1,Leicester City,79.0,6.0,Balanced,Possession,69,1.8,England,https://cdn.sofifa.net/players/220/697/23_360.png
L. Hernández,Lucas François Bernard Hernández Pi,220814,84,85,26,184,79,43.5,82.0,77.0,54.0,70.0,71.0,84.0,80.0,"CB, LB",Left,France,Bundesliga,2,2,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,77,13.5,Germany,https://cdn.sofifa.net/players/220/814/23_360.png
L. Sané,Leroy Aziz Sané,222492,84,84,26,183,80,46.0,90.0,90.0,81.0,80.0,85.0,38.0,66.0,"LM, RM, CF",Left,Germany,Bundesliga,4,2,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,82,34.5,Germany,https://cdn.sofifa.net/players/222/492/23_360.png
M. Ødegaard,Martin Ødegaard,222665,84,89,23,178,68,63.5,105.0,76.0,75.0,86.0,84.0,58.0,63.0,"CAM, CM",Left,Norway,Premier League,5,2,3,Arsenal,80.0,7.0,Balanced,Possession,74,9.5,England,https://cdn.sofifa.net/players/222/665/23_360.png
Rúben Neves,Rúben Diogo da Silva Neves,224293,84,87,25,180,80,50.5,105.0,59.0,74.0,86.0,77.0,76.0,73.0,"CDM, CM",Right,Portugal,Premier League,3,4,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,77,12.0,England,https://cdn.sofifa.net/players/224/293/23_360.png
Marcos Llorente,Marcos Llorente Moreno,226161,84,85,27,184,74,48.0,81.0,88.0,79.0,80.0,82.0,78.0,81.0,"CM, RM, RB",Right,Spain,La Liga,3,4,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,77,12.0,Spain,https://cdn.sofifa.net/players/226/161/23_360.png
L. Pellegrini,Lorenzo Pellegrini,228251,84,87,26,186,77,55.0,95.0,79.0,77.0,83.0,84.0,74.0,78.0,"CAM, CM",Right,Italy,Serie A,3,4,2,Roma,80.0,8.0,Balanced,Possession,77,13.0,Italy,https://cdn.sofifa.net/players/228/251/23_360.png
Oyarzabal,Mikel Oyarzabal Ugarte,230142,84,86,25,181,79,53.0,57.0,79.0,83.0,80.0,83.0,41.0,62.0,"LW, RW",Left,Spain,La Liga,3,3,2,Real Sociedad,78.0,7.0,Balanced,Possession,79,18.0,Spain,https://cdn.sofifa.net/players/230/142/23_360.png
Gabriel Jesus,Gabriel Fernando de Jesus,230666,84,86,25,175,73,53.5,130.0,84.0,82.0,75.0,88.0,40.0,78.0,"ST, RW",Right,Brazil,Premier League,4,3,2,Arsenal,80.0,7.0,Balanced,Possession,81,31.0,England,https://cdn.sofifa.net/players/230/666/23_360.png
F. Kessié,Franck Yannick Kessié,230938,84,86,25,183,88,47.5,165.0,78.0,76.0,74.0,79.0,82.0,87.0,"CDM, CM, CAM",Right,Côte d'Ivoire,La Liga,3,4,3,FC Barcelona,84.0,10.0,Balanced,Possession,76,12.5,Spain,https://cdn.sofifa.net/players/230/938/23_360.png
F. Tomori,Fikayo Tomori,232756,84,90,24,185,79,60.5,75.0,86.0,40.0,60.0,66.0,86.0,81.0,CB,Right,England,Serie A,2,4,2,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,61,0.5,Italy,https://cdn.sofifa.net/players/232/756/23_360.png
P. Schick,Patrik Schick,234236,84,86,26,191,86,53.0,88.0,78.0,82.0,71.0,83.0,36.0,76.0,ST,Left,Czech Republic,Bundesliga,4,3,3,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,77,14.5,Germany,https://cdn.sofifa.net/players/234/236/23_360.png
D. Rice,Declan Rice,234378,84,87,23,185,80,52.0,83.0,71.0,65.0,75.0,76.0,82.0,83.0,"CDM, CM",Right,England,Premier League,2,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,59,0.29,England,https://cdn.sofifa.net/players/234/378/23_360.png
A. Davies,Alphonso Boyle Davies,234396,84,89,21,185,77,60.5,59.0,94.0,66.0,77.0,84.0,75.0,77.0,"LB, LM",Left,Canada,Bundesliga,4,4,3,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,0,0.0,Germany,https://cdn.sofifa.net/players/234/396/23_360.png
A. Hakimi,Achraf Hakimi Mouh,235212,84,87,23,181,73,53.5,90.0,92.0,75.0,79.0,80.0,75.0,78.0,"RB, RWB",Right,Morocco,Ligue 1,4,4,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,71,3.0,France,https://cdn.sofifa.net/players/235/212/23_360.png
K. Havertz,Kai Lukas Havertz,235790,84,91,23,190,82,84.5,130.0,81.0,79.0,79.0,84.0,45.0,68.0,"CAM, CF, ST",Left,Germany,Premier League,4,4,3,Chelsea,84.0,9.0,Balanced,Possession,73,8.0,England,https://cdn.sofifa.net/players/235/790/23_360.png
F. Chiesa,Federico Chiesa,235805,84,87,24,175,70,57.5,140.0,91.0,81.0,76.0,86.0,48.0,73.0,LW,Right,Italy,Serie A,4,4,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,75,11.5,Italy,https://cdn.sofifa.net/players/235/805/23_360.png
A. Bastoni,Alessandro Bastoni,237383,84,90,23,190,75,60.5,75.0,73.0,35.0,69.0,71.0,86.0,82.0,CB,Left,Italy,Serie A,2,3,1,Inter,83.0,9.0,Balanced,Forward Runs,64,0.85,Italy,https://cdn.sofifa.net/players/237/383/23_360.png
R. James,Reece James,238074,84,88,22,178,87,57.0,120.0,81.0,72.0,83.0,82.0,81.0,82.0,"RWB, RB",Right,England,Premier League,3,3,2,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/238/074/23_360.png
Éder Militão,Éder Gabriel Militão,240130,84,89,24,186,78,57.5,160.0,86.0,50.0,70.0,72.0,85.0,82.0,CB,Right,Brazil,La Liga,2,3,2,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/240/130/23_360.png
L. Díaz,Luis Fernando Díaz Marulanda,241084,84,85,25,180,73,50.5,155.0,91.0,80.0,75.0,87.0,34.0,73.0,"LW, LM",Right,Colombia,Premier League,4,4,1,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,61,0.55,England,https://cdn.sofifa.net/players/241/084/23_360.png
S. Tonali,Sandro Tonali,241096,84,90,22,181,79,62.5,75.0,81.0,73.0,81.0,79.0,79.0,82.0,"CDM, CM",Right,Italy,Serie A,3,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/241/096/23_360.png
J. Koundé,Jules Koundé,241486,84,89,23,181,75,57.5,150.0,84.0,45.0,64.0,74.0,85.0,78.0,"CB, RB",Right,France,La Liga,2,3,2,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/241/486/23_360.png
Rafael Leão,Rafael Alexandre Conceição Leão,241721,84,90,23,188,81,66.5,90.0,91.0,77.0,73.0,86.0,27.0,74.0,"LW, LM",Right,Portugal,Serie A,4,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/241/721/23_360.png
M. Diaby,Moussa Diaby,241852,84,88,22,171,67,61.5,70.0,93.0,73.0,75.0,87.0,42.0,59.0,"RM, LM, LW",Left,France,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/241/852/23_360.png
D. Vlahović,Dušan Vlahović,246430,84,91,22,190,75,86.5,140.0,80.0,85.0,66.0,79.0,29.0,81.0,ST,Left,Serbia,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Italy,https://cdn.sofifa.net/players/246/430/23_360.png
S. Handanovič,Samir Handanovič,162835,83,83,37,193,92,4.0,42.0,43.0,65.0,65.0,79.0,90.0,79.0,GK,Right,Slovenia,Serie A,1,3,3,Inter,83.0,9.0,Balanced,Forward Runs,87,29.0,Italy,https://cdn.sofifa.net/players/162/835/23_360.png
K. Schmeichel,Kasper Peter Schmeichel,163587,83,83,35,189,89,4.0,31.0,45.0,79.0,79.0,78.0,81.0,81.0,GK,Right,Denmark,Ligue 1,1,3,2,Nice,77.0,6.0,Press After Possession Loss,Possession,83,19.0,France,https://cdn.sofifa.net/players/163/587/23_360.png
David Silva,David Josué Jiménez Silva,168542,83,83,36,173,67,12.0,37.0,61.0,72.0,86.0,85.0,52.0,53.0,"CAM, CM",Left,Spain,La Liga,4,2,4,Real Sociedad,78.0,7.0,Balanced,Possession,87,44.0,Spain,https://cdn.sofifa.net/players/168/542/23_360.png
Fernando,Fernando Francisco Reges,184134,83,83,34,183,76,12.5,39.0,65.0,62.0,74.0,73.0,82.0,81.0,"CDM, CB",Right,Brazil,La Liga,3,3,2,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/184/134/23_360.png
L. Bonucci,Leonardo Bonucci,184344,83,83,35,190,85,9.5,87.0,51.0,59.0,70.0,71.0,84.0,77.0,CB,Right,Italy,Serie A,2,4,3,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,88,44.0,Italy,https://cdn.sofifa.net/players/184/344/23_360.png
C. Eriksen,Christian Dannemann Eriksen,190460,83,83,30,181,76,34.5,145.0,61.0,78.0,88.0,81.0,53.0,56.0,"CM, CDM",Right,Denmark,Premier League,4,5,3,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,87,65.0,England,https://cdn.sofifa.net/players/190/460/23_360.png
Luis Alberto,Luis Alberto Romero Alconchel,198706,83,83,29,183,74,35.5,74.0,54.0,75.0,86.0,83.0,57.0,57.0,CM,Right,Spain,Serie A,4,3,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,77,12.0,Italy,https://cdn.sofifa.net/players/198/706/23_360.png
D. Tadić,Dušan Tadić,199434,83,83,33,181,76,22.5,30.0,67.0,81.0,86.0,83.0,43.0,76.0,"LW, CF, CAM",Left,Serbia,Eredivisie,4,3,3,Ajax,78.0,10.0,Balanced,Possession,80,15.0,Netherlands,https://cdn.sofifa.net/players/199/434/23_360.png
Roberto Firmino,Roberto Firmino Barbosa de Oliveira,201942,83,83,30,181,76,35.5,150.0,74.0,77.0,79.0,87.0,59.0,77.0,CF,Right,Brazil,Premier League,5,4,3,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,83,34.0,England,https://cdn.sofifa.net/players/201/942/23_360.png
J. Stones,John Stones,203574,83,84,28,188,76,34.5,150.0,72.0,51.0,71.0,75.0,84.0,77.0,"CB, RB",Right,England,Premier League,3,4,2,Manchester City,85.0,10.0,Press After Possession Loss,Possession,79,14.5,England,https://cdn.sofifa.net/players/203/574/23_360.png
N. Pope,Nick Pope,203841,83,83,30,199,76,24.0,88.0,49.0,75.0,75.0,82.0,82.0,81.0,GK,Right,England,Premier League,1,3,1,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,68,0.88,England,https://cdn.sofifa.net/players/203/841/23_360.png
M. Ginter,Matthias Ginter,207862,83,84,28,189,86,34.5,43.0,60.0,59.0,71.0,66.0,84.0,79.0,CB,Right,Germany,Bundesliga,2,3,3,SC Freiburg,76.0,4.0,Balanced,Possession,78,11.5,Germany,https://cdn.sofifa.net/players/207/862/23_360.png
M. Ginter,Matthias Ginter,207862,83,84,28,189,86,34.5,43.0,60.0,59.0,71.0,66.0,84.0,79.0,CB,Right,Germany,Bundesliga,2,3,3,SC Freiburg,76.0,4.0,Balanced,Possession,78,11.5,Germany,https://cdn.sofifa.net/players/207/862/23_360.png
H. Ziyech,Hakim Ziyech,208670,83,83,29,181,65,35.5,155.0,76.0,77.0,87.0,83.0,50.0,64.0,"RW, CAM",Left,Morocco,Premier League,5,2,3,Chelsea,84.0,9.0,Balanced,Possession,81,23.0,England,https://cdn.sofifa.net/players/208/670/23_360.png
J. Vardy,Jamie Vardy,208830,83,83,35,179,74,15.5,90.0,84.0,82.0,70.0,79.0,52.0,70.0,ST,Right,England,Premier League,3,4,3,Leicester City,79.0,6.0,Balanced,Possession,81,17.0,England,https://cdn.sofifa.net/players/208/830/23_360.png
Grimaldo,Alejandro Grimaldo García,210035,83,84,26,171,67,39.0,21.0,87.0,69.0,82.0,84.0,76.0,71.0,"LB, LWB, LM",Left,Spain,Liga Portugal,3,2,3,Benfica,79.0,10.0,Press After Possession Loss,Balanced,80,17.5,Portugal,https://cdn.sofifa.net/players/210/035/23_360.png
Raúl de Tomás,Raúl De Tomás Gómez,210315,83,83,27,180,79,39.5,37.0,77.0,84.0,77.0,83.0,40.0,78.0,ST,Right,Spain,La Liga,4,4,1,Rayo Vallecano,76.0,3.0,Balanced,Possession,72,4.3,Spain,https://cdn.sofifa.net/players/210/315/23_360.png
P. Zieliński,Piotr Sebastian Zieliński,210406,83,83,28,180,75,36.5,78.0,81.0,77.0,81.0,86.0,70.0,62.0,"CAM, CM",Right,Poland,Serie A,4,5,3,Napoli,80.0,9.0,Balanced,Forward Runs,80,20.5,Italy,https://cdn.sofifa.net/players/210/406/23_360.png
T. Lemar,Thomas Lemar,213565,83,84,26,171,66,42.5,74.0,83.0,78.0,83.0,87.0,67.0,64.0,"CM, LM, RM",Left,France,La Liga,4,3,3,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,83,38.5,Spain,https://cdn.sofifa.net/players/213/565/23_360.png
Á. Correa,Ángel Martín Correa,214997,83,84,27,171,70,42.5,80.0,85.0,84.0,77.0,87.0,50.0,73.0,"ST, RM, CF",Right,Argentina,La Liga,4,4,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,79,19.0,Spain,https://cdn.sofifa.net/players/214/997/23_360.png
D. Zapata,Duván Esteban Zapata Banguera,215333,83,83,31,189,88,30.5,77.0,78.0,82.0,63.0,79.0,35.0,85.0,ST,Right,Colombia,Serie A,3,4,2,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,78,13.0,Italy,https://cdn.sofifa.net/players/215/333/23_360.png
J. Giménez,José María Giménez de Vargas,216460,83,85,27,185,79,38.5,68.0,71.0,46.0,58.0,61.0,85.0,82.0,CB,Right,Uruguay,La Liga,2,3,2,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,83,28.5,Spain,https://cdn.sofifa.net/players/216/460/23_360.png
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,216547,83,83,29,172,66,36.5,26.0,93.0,77.0,77.0,86.0,50.0,54.0,"CF, RM, RW",Right,Portugal,Liga Portugal,4,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,78,14.0,Portugal,https://cdn.sofifa.net/players/216/547/23_360.png
Rafa,Rafael Alexandre Fernandes Ferreira da Silva,216547,83,83,29,172,66,36.5,26.0,93.0,77.0,77.0,86.0,50.0,54.0,"CF, RM, RW",Right,Portugal,Liga Portugal,4,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,78,14.0,Portugal,https://cdn.sofifa.net/players/216/547/23_360.png
Diego Carlos,Diego Carlos Santos Silva,219693,83,83,29,186,79,30.5,105.0,76.0,47.0,63.0,67.0,82.0,81.0,CB,Right,Brazil,Premier League,3,4,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,76,8.0,England,https://cdn.sofifa.net/players/219/693/23_360.png
Marco Asensio,Marco Asensio Willemsen,220834,83,84,26,182,76,43.0,200.0,82.0,80.0,81.0,83.0,43.0,62.0,"RW, LW",Left,Spain,La Liga,4,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,84,46.0,Spain,https://cdn.sofifa.net/players/220/834/23_360.png
Merino,Mikel Merino Zazón,225193,83,86,26,189,83,47.0,49.0,73.0,78.0,81.0,82.0,82.0,81.0,"CM, LM, RM",Left,Spain,La Liga,3,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,74,8.0,Spain,https://cdn.sofifa.net/players/225/193/23_360.png
K. Laimer,Konrad Laimer,225375,83,84,25,180,72,38.5,64.0,80.0,68.0,78.0,79.0,81.0,78.0,"CDM, CM",Right,Austria,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,70,2.8,Germany,https://cdn.sofifa.net/players/225/375/23_360.png
P. Kimpembe,Presnel Kimpembe,225850,83,86,26,189,80,42.0,95.0,80.0,43.0,68.0,69.0,83.0,86.0,CB,Left,France,Ligue 1,2,3,3,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,77,12.0,France,https://cdn.sofifa.net/players/225/850/23_360.png
Fabián Ruiz,Fabián Ruiz Peña,226271,83,85,26,189,70,44.5,105.0,61.0,79.0,80.0,83.0,74.0,72.0,"CM, CDM",Left,Spain,Ligue 1,4,3,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,70,2.3,France,https://cdn.sofifa.net/players/226/271/23_360.png
